revenue
135
0
0
0
0
0
143
0
137
0
398
0
0
262
0
133
0
139
0
129
0
0
0
402
0
0
520
139
0
0
385
0
770
263
129
0
138
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
255
141
128
0
0
0
770
0
265
0
276
0
0
400
150
0
0
272
0
0
0
139
131
520
0
0
0
400
128
0
131
0
0
536
1040
0
265
260
250
0
516
132
0
0
0
0
0
135
0
0
159
0
1810
0
260
0
137
0
520
0
263
0
1690
0
1950
394
132
0
0
395
0
0
0
400
0
148
138
0
0
0
0
650
0
0
0
397
0
131
0
0
0
130
0
0
260
380
0
0
0
526
0
269
0
655
0
0
0
136
0
0
0
260
0
259
0
0
0
0
0
0
135
0
0
0
0
267
127
0
0
0
144
0
0
134
0
130
0
0
130
0
0
0
0
0
0
0
133
128
0
269
0
0
0
146
0
0
391
0
0
0
137
250
0
0
0
0
258
0
0
0
0
0
653
0
0
144
0
267
0
0
0
0
0
0
139
0
0
0
0
0
0
0
128
0
0
0
0
390
270
0
397
0
129
0
0
125
129
0
267
0
0
0
0
0
0
0
0
262
0
0
522
0
0
0
270
149
0
0
0
0
0
257
0
138
0
0
0
0
131
0
0
135
0
0
139
0
0
0
0
530
0
0
0
770
0
0
259
137
130
0
0
0
0
0
130
